brand,model_name,price,style_tag,balance_tag,player_level,flex,description,image_path
yonex,Astrox88dpro5800,,Power,Head-heavy,Advance,stiff,ไม้ตบหนัก ก้านเข็ง,yonex/ver.pro/astrox88dpro.png
